,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
334,ultrafiltration_cvvh_total,0.0,0.0,0.0,3,0.0,371201,renal replacement therapy,relevant
335,postdilution_flow_cvvh,0.0,0.0,0.0,9,0.0,421356,renal replacement therapy,relevant
336,calcium_flow_cvvh,0.0,0.0,0.0,4,0.0,490094,renal replacement therapy,relevant
337,filter_pressure_cvvh,0.0,0.0,0.0,17,0.0,496611,renal replacement therapy,relevant
338,discharge_icu_destination,0.0,0.0,0.0,9,0.0,682,admission information,relevant
339,expiratory_trigger_sensitivity,0.0,0.0,0.0,7,0.0,517336,respiratory,relevant
340,tidal_volume_set,0.0,0.0,0.0,15,0.0,9579,respiratory,relevant
341,nava_edi_min,0.0,0.0,0.0,1,0.0,47109,respiratory,relevant
342,nice_apacheiv_diagnosis_unspecified,0.0,0.0,0.0,11,0.0,598,nice data,relevant
343,nice_plan_adm,0.0,0.0,0.0,5,0.0,991,nice data,relevant
344,nice_chr_renal_insuf,0.0,0.0,0.0,6,0.0,924,nice data,relevant
345,nice_chron_dialysis,0.0,0.0,0.0,6,0.0,1050,nice data,relevant
346,nice_copd,0.0,0.0,0.0,8,0.0,1185,nice data,relevant
347,nice_resp_insuf,0.0,0.0,0.0,7,0.0,1274,nice data,relevant
348,nice_cardio_vasc_insuf,0.0,0.0,0.0,7,0.0,1265,nice data,relevant
349,nice_cirrhosis,0.0,0.0,0.0,6,0.0,1010,nice data,relevant
350,nice_neoplasm,0.0,0.0,0.0,6,0.0,1011,nice data,relevant
351,nice_hem_malign,0.0,0.0,0.0,6,0.0,1174,nice data,relevant
352,nice_aids,0.0,0.0,0.0,4,0.0,1016,nice data,relevant
353,nice_imm_insuf,0.0,0.0,0.0,8,0.0,1183,nice data,relevant
354,nice_cpr,0.0,0.0,0.0,6,0.0,1174,nice data,relevant
355,nice_burns,0.0,0.0,0.0,4,0.0,1081,nice data,relevant
356,nice_dysrhytmia,0.0,0.0,0.0,2,0.0,194,nice data,relevant
357,nice_gastro_bleed,0.0,0.0,0.0,4,0.0,1083,nice data,relevant
358,nice_cva,0.0,0.0,0.0,4,0.0,564,nice data,relevant
359,nice_intracran_mass,0.0,0.0,0.0,3,0.0,505,nice data,relevant
360,nice_mech_ventil_0,0.0,0.0,0.0,6,0.0,1222,nice data,relevant
361,nice_diabetes,0.0,0.0,0.0,9,0.0,1010,nice data,relevant
362,nice_mi_before_icu,0.0,0.0,0.0,5,0.0,785,nice data,relevant
363,nice_ima,0.0,0.0,0.0,4,0.0,771,nice data,relevant
364,nice_aki,0.0,0.0,0.0,8,0.0,1032,nice data,relevant
365,nice_mech_ventil_24,0.0,0.0,0.0,5,0.0,1014,nice data,relevant
366,nice_confirm_infection,0.0,0.0,0.0,6,0.0,1017,nice data,relevant
367,nice_thrombolytic_therapy,0.0,0.0,0.0,4,0.0,581,nice data,relevant
368,nice_vasdrug,0.0,0.0,0.0,2,0.0,195,nice data,relevant
369,nice_apacheii_diagnosis_1,0.5,0.1,0.16666666666666669,10,0.1,341,nice data,relevant
370,nice_apacheii_diagnosis_2,0.0,0.0,0.0,9,0.0,182,nice data,relevant
371,nice_apacheiv_diagnosis_1,0.0,0.0,0.0,16,0.0,1305,nice data,relevant
372,nice_apacheiv_diagnosis_2,0.0,0.0,0.0,17,0.0,645,nice data,relevant
373,nice_eye_0,0.0,0.0,0.0,1,0.0,105,nice data,relevant
374,nice_eye_24,0.0,0.0,0.0,1,0.0,104,nice data,relevant
375,nice_eye_low,0.0,0.0,0.0,3,0.0,1813,nice data,relevant
376,nice_motor_24,0.0,0.0,0.0,1,0.0,104,nice data,relevant
377,nice_verbal_24,0.0,0.0,0.0,1,0.0,104,nice data,relevant
378,discharge_icu_reason,0.0,0.0,0.0,6,0.0,468,admission information,relevant
379,crrt_filter_change,0.0,0.0,0.0,2,0.0,369413,renal replacement therapy,relevant
380,max_pressure,0.0,0.0,0.0,9,0.0,226244,respiratory,relevant
381,temperature_nasopharyngeal,0.05,0.2,0.08000000000000002,5,0.2,12702,infectiology,relevant
382,egfr_ckd_epi,0.0,0.0,0.0,33,0.0,17979,laboratory value,relevant
383,apacheii_score,0.0,0.0,0.0,2,0.0,75668,clinical score,relevant
384,sofa_score,0.0,0.0,0.0,14,0.0,9277,clinical score,relevant
385,inspiratory_rise_time_sec,0.0,0.0,0.0,14,0.0,1991649,respiratory,relevant
386,nava_level,0.0,0.0,0.0,4,0.0,22621,respiratory,relevant
387,microbiology,0.0,0.0,0.0,793,0.0,14633,laboratory value,relevant
388,ammonia_arterial,0.0,0.0,0.0,2,0.0,3,laboratory value,relevant
389,transferrin_unspecified,0.0,0.0,0.0,17,0.0,112,laboratory value,relevant
390,base_excess_arterial,0.0,0.0,0.0,27,0.0,41029,laboratory value,relevant
391,creatinine_blood,0.0,0.0,0.0,29,0.0,12538,laboratory value,relevant
392,iron_blood,0.0,0.0,0.0,22,0.0,124,laboratory value,relevant
393,base_excess_venous,0.0,0.0,0.0,15,0.0,1355,laboratory value,relevant
394,bilirubin_total,0.0,0.0,0.0,29,0.0,18952,laboratory value,relevant
395,erythrocytes_unspecified,0.0,0.0,0.0,24,0.0,14803,laboratory value,relevant
396,sedimentation_rate_unspecified,0.0,0.0,0.0,18,0.0,502,laboratory value,relevant
397,segmented_neutrophils_unspecified,0.0,0.0,0.0,9,0.0,2212,laboratory value,relevant
398,bicarbonate_actual_arterial,0.0,0.0,0.0,19,0.0,36983,laboratory value,relevant
399,lymphocytes_unspecified,0.0,0.0,0.0,19,0.0,9301,laboratory value,relevant
400,monocytes_unspecified,0.0,0.0,0.0,20,0.0,9703,laboratory value,relevant
401,bicarbonate_actual_venous,0.0,0.0,0.0,15,0.0,1645,laboratory value,relevant
402,cholesterol_unspecified,0.0,0.0,0.0,20,0.0,2501,laboratory value,relevant
403,glucose_arterial,0.0,0.0,0.0,12,0.0,23954,laboratory value,relevant
404,mcv_unspecified,0.0,0.0,0.0,25,0.0,21020,laboratory value,relevant
405,hemoglobin_arterial,0.0,0.0,0.0,8,0.0,5381,laboratory value,relevant
406,protein_total_blood,0.0,0.0,0.0,19,0.0,1660,laboratory value,relevant
407,potassium_arterial,0.0,0.0,0.0,14,0.0,13193,laboratory value,relevant
408,po2_venous,0.0,0.0,0.0,14,0.0,962,laboratory value,relevant
409,pco2_arterial,0.0,0.0,0.0,34,0.0,81379,laboratory value,relevant
410,pco2_venous,0.0,0.0,0.0,16,0.0,1417,laboratory value,relevant
411,triglycerides_unspecified,0.0,0.0,0.0,24,0.0,6419,laboratory value,relevant
412,sodium_arterial,0.0,0.0,0.0,14,0.0,17522,laboratory value,relevant
413,mchc_unspecified,0.0,0.0,0.0,12,0.0,9673,laboratory value,relevant
414,lactate_venous,0.0,0.0,0.0,7,0.0,324,laboratory value,relevant
415,lactate_arterial,0.0,0.0,0.0,14,0.0,31299,laboratory value,relevant
416,lipase_unspecified,0.0,0.0,0.0,22,0.0,3018,laboratory value,relevant
417,cardiac_index_continuous_unspecified,0.0,0.0,0.0,7,0.0,1537,hemodynamics,relevant
418,picco_global_ejection_fraction,0.0,0.0,0.0,6,0.0,1693,hemodynamics,relevant
419,o2_flow_nasal_cannula,0.0,0.0,0.0,8,0.0,5033,respiratory,relevant
420,o2_flow_oxygen_mask,0.0,0.0,0.0,14,0.0,250,respiratory,relevant
421,troponin_t,0.0,0.0,0.0,16,0.0,2173,laboratory value,relevant
422,med_remdesivir,0.0,0.0,0.0,4,0.0,280,medication,relevant
423,med_lopinavir_and_ritonavir,0.0,0.0,0.0,19,0.0,1028,medication,relevant
424,med_ritonavir,0.0,0.0,0.0,1,0.0,311,medication,relevant
425,med_combinations_of_vitamins,0.0,0.0,0.0,3,0.0,11,medication,relevant
426,med_aztreonam,0.0,0.0,0.0,1,0.0,1,medication,relevant
427,med_other_mineral_products,0.0,0.0,0.0,5,0.0,24279,medication,relevant
428,analysis_source_unspecified_text,0.0,0.0,0.0,11,0.0,8400,laboratory value,relevant
429,med_electrolytes_with_carbohydrates,0.0,0.0,0.0,2,0.0,897,medication,relevant
430,med_epinephrine,0.0,0.0,0.0,29,0.0,150,medication,relevant
431,med_allopurinol,0.0,0.0,0.0,1,0.0,6,medication,relevant
432,med_alprazolam,0.0,0.0,0.0,6,0.0,389,medication,relevant
433,med_bumetanide,0.0,0.0,0.0,15,0.0,289,medication,relevant
434,med_ciprofloxacin,0.0,0.0,0.0,34,0.0,984,medication,relevant
435,med_clindamycin,0.0,0.0,0.0,5,0.0,102,medication,relevant
436,med_clopidogrel,0.0,0.0,0.0,21,0.0,1971,medication,relevant
437,med_chloramphenicol,0.0,0.0,0.0,3,0.0,148,medication,relevant
438,med_clotrimazole,0.0,0.0,0.0,7,0.0,145,medication,relevant
439,med_acenocoumarol,0.0,0.0,0.0,2,0.0,5,medication,relevant
440,med_alteplase,0.0,0.0,0.0,12,0.0,47,medication,relevant
441,med_cefazolin,0.0,0.0,0.0,16,0.0,235,medication,relevant
442,med_darbepoetin_alfa,0.0,0.0,0.0,3,0.0,5,medication,relevant
443,med_desmopressin,0.0,0.0,0.0,6,0.0,23,medication,relevant
444,med_digoxin,0.0,0.0,0.0,16,0.0,316,medication,relevant
445,med_dobutamine,0.0,0.0,0.0,7,0.0,636,medication,relevant
446,med_enoxaparin,0.0,0.0,0.0,7,0.0,1598,medication,relevant
447,med_epoprostenol,0.0,0.0,0.0,1,0.0,386,medication,relevant
448,med_esmolol,0.0,0.0,0.0,5,0.0,18,medication,relevant
449,med_esomeprazole,0.0,0.0,0.0,9,0.0,1163,medication,relevant
450,med_phenylephrine,0.0,0.0,0.0,6,0.0,338,medication,relevant
451,med_folic_acid,0.0,0.0,0.0,25,0.0,833,medication,relevant
452,med_phytomenadione,0.0,0.0,0.0,4,0.0,15,medication,relevant
453,med_hydroxychloroquine,0.0,0.0,0.0,3,0.0,114,medication,relevant
454,med_insulin_detemir,0.0,0.0,0.0,1,0.0,1,medication,relevant
455,med_insulin_glargine,0.0,0.0,0.0,8,0.0,171,medication,relevant
456,med_insulin_(human),0.0,0.0,0.0,4,0.0,6588,medication,relevant
457,med_irbesartan,0.0,0.0,0.0,9,0.0,107,medication,relevant
458,med_isoprenaline,0.0,0.0,0.0,5,0.0,102,medication,relevant
459,med_lactulose,0.0,0.0,0.0,4,0.0,17,medication,relevant
460,med_levetiracetam,0.0,0.0,0.0,21,0.0,721,medication,relevant
461,med_loperamide,0.0,0.0,0.0,22,0.0,413,medication,relevant
462,med_levosimendan,0.0,0.0,0.0,1,0.0,4,medication,relevant
463,med_lidocaine,0.0,0.0,0.0,12,0.0,59,medication,relevant
464,med_magnesium_hydroxide,0.0,0.0,0.0,12,0.0,6572,medication,relevant
465,med_metronidazole,0.0,0.0,0.0,25,0.0,821,medication,relevant
466,med_milrinone,0.0,0.0,0.0,8,0.0,463,medication,relevant
467,med_nadroparin,0.0,0.0,0.0,16,0.0,7432,medication,relevant
468,med_neostigmine,0.0,0.0,0.0,4,0.0,24,medication,relevant
469,med_nortriptyline,0.0,0.0,0.0,13,0.0,178,medication,relevant
470,med_ondansetron,0.0,0.0,0.0,28,0.0,299,medication,relevant
471,med_oseltamivir,0.0,0.0,0.0,3,0.0,13,medication,relevant
472,med_blood_coagulation_factors,0.0,0.0,0.0,1,0.0,1,medication,relevant
473,med_salbutamol,0.0,0.0,0.0,14,0.0,1728,medication,relevant
474,med_sotalol,0.0,0.0,0.0,20,0.0,387,medication,relevant
475,med_sufentanil,0.0,0.0,0.0,12,0.0,6598,medication,relevant
476,med_tamsulosin,0.0,0.0,0.0,7,0.0,26,medication,relevant
477,med_tiotropium_bromide,0.0,0.0,0.0,23,0.0,229,medication,relevant
478,med_tobramycin,0.0,0.0,0.0,3,0.0,30,medication,relevant
479,med_valproic_acid,0.0,0.0,0.0,10,0.0,157,medication,relevant
480,med_xylometazoline,0.0,0.0,0.0,1,0.0,163,medication,relevant
481,med_amoxicillin_and_beta-lactamase_inhibitor,0.0,0.0,0.0,6,0.0,317,medication,relevant
482,med_bisacodyl,0.0,0.0,0.0,9,0.0,178,medication,relevant
483,med_domperidone,0.0,0.0,0.0,5,0.0,39,medication,relevant
484,med_physostigmine,0.0,0.0,0.0,1,0.0,1,medication,relevant
485,med_sumatriptan,0.0,0.0,0.0,6,0.0,10,medication,relevant
486,med_vasopressin_(argipressin),0.0,0.0,0.0,3,0.0,491,medication,relevant
487,med_sodium_bicarbonate,0.0,0.0,0.0,6,0.0,62,medication,relevant
488,crrt_dialysate_solution,0.0,0.0,0.0,3,0.0,406,renal replacement therapy,relevant
489,med_multivitamins_other_combinations,0.0,0.0,0.0,3,0.0,482,medication,relevant
490,med_antiinfectives_and_antiseptics_for_local_oral_treatment,0.0,0.0,0.0,19,0.0,40437,medication,relevant
491,med_macrogol_combinations,0.0,0.0,0.0,1,0.0,2,medication,relevant
492,med_sulfamethoxazole_and_trimethoprim,0.0,0.0,0.0,27,0.0,965,medication,relevant
493,med_hypromellose,0.0,0.0,0.0,1,0.0,33,medication,relevant
494,med_omeprazole,0.0,0.0,0.0,7,0.0,23,medication,relevant
495,med_glycine,0.0,0.0,0.0,1,0.0,386,medication,relevant
496,med_solvents_and_diluting_agents_incl_irrigating_solutions,0.0,0.0,0.0,6,0.0,3844,medication,relevant
497,med_vasopressin_and_analogues,0.0,0.0,0.0,1,0.0,6,medication,relevant
498,med_benzylpenicillin,0.0,0.0,0.0,4,0.0,108,medication,relevant
499,med_baclofen,0.0,0.0,0.0,10,0.0,66,medication,relevant
500,med_eplerenone,0.0,0.0,0.0,4,0.0,12,medication,relevant
501,med_argatroban,0.0,0.0,0.0,6,0.0,310,medication,relevant
502,med_ascorbic_acid_(vitamin_c)_combinations,0.0,0.0,0.0,2,0.0,476,medication,relevant
503,so2_capillary,0.0,0.0,0.0,4,0.0,21,laboratory value,relevant
504,temperature_axillary,0.0,0.0,0.0,7,0.0,279937,infectiology,relevant
505,temperature_skin,0.0,0.0,0.0,6,0.0,233124,infectiology,relevant
506,inspiratory_pressure_set,0.0,0.0,0.0,4,0.0,365124,respiratory,relevant
507,osmolality_urine,0.0,0.0,0.0,8,0.0,110,laboratory value,relevant
508,urine_specific_gravity,0.0,0.0,0.0,11,0.0,332,laboratory value,relevant
509,fluid_out_defecation_frequency,0.0,0.0,0.0,6,0.0,7934,fluid balance,relevant
510,readmission_unspecified,0.0,0.0,0.0,3,0.0,82,admission information,relevant
511,ecg_st_segment,0.0,0.0,0.0,17,0.0,6383010,hemodynamics,relevant
512,nice_adm_type,0.0,0.0,0.0,4,0.0,742,nice data,relevant
513,glucose_blood,0.0,0.0,0.0,32,0.0,1350,laboratory value,relevant
514,insp_exp_ratio_set,0.0,0.0,0.0,27,0.0,987693,respiratory,relevant
515,inspiratory_time_set,0.0,0.0,0.0,9,0.0,885409,respiratory,relevant
516,backup_apnea_interval,0.0,0.0,0.0,2,0.0,169786,respiratory,relevant
517,inspiratory_rise_time_unspecified,0.0,0.0,0.0,7,0.0,658345,respiratory,relevant
518,minute_volume_spontaneous,0.0,0.0,0.0,6,0.0,227313,respiratory,relevant
519,transferrin_blood,0.0,0.0,0.0,4,0.0,9,laboratory value,relevant
520,fluid_out_urine,0.0,0.0,0.0,79,0.0,331247,fluid balance,relevant
521,bicarbonate_actual_blood,0.0,0.0,0.0,15,0.0,4228,laboratory value,relevant
522,thrombocytes_blood,0.0,0.0,0.0,48,0.0,17871,laboratory value,relevant
523,peak_flow_set,0.0,0.0,0.0,1,0.0,9,respiratory,relevant
524,bilirubin_direct,0.0,0.0,0.0,22,0.0,2033,laboratory value,relevant
525,albumin_unspecified,0.0,0.0,0.0,3,0.0,104,laboratory value,relevant
526,base_excess_capillary,0.0,0.0,0.0,6,0.0,42,laboratory value,relevant
527,pco2_capillary,0.0,0.0,0.0,6,0.0,38,laboratory value,relevant
528,ph_capillary,0.07142857142857142,0.2,0.10526315789473682,5,0.2,36,laboratory value,relevant
529,calcium_ionised_arterial,0.0,0.0,0.0,19,0.0,12556,laboratory value,relevant
530,osmolality_unspecified,0.0,0.0,0.0,19,0.0,218,laboratory value,relevant
531,bicarbonate_actual_capillary,0.0,0.0,0.0,5,0.0,34,laboratory value,relevant
532,hemoglobin_venous,0.0,0.0,0.0,2,0.0,136,laboratory value,relevant
533,aptt_unspecified,0.0,0.0,0.0,5,0.0,290,laboratory value,relevant
534,creatinine_clearance,0.0,0.0,0.0,11,0.0,64,laboratory value,relevant
535,minute_volume_unspecified,0.0,0.0,0.0,5,0.0,807747,respiratory,relevant
536,inspiratory_pressure_measured,0.0,0.0,0.0,3,0.0,1012468,respiratory,relevant
537,fluid_out_defecation_text,0.0,0.0,0.0,33,0.0,35669,fluid balance,relevant
538,backup_apnea_frequency,0.0,0.0,0.0,3,0.0,1240,respiratory,relevant
539,tidal_volume_inspiratory,0.0,0.0,0.0,16,0.0,1521954,respiratory,relevant
540,resistance_unspecified,0.0,0.0,0.0,9,0.0,902978,respiratory,relevant
541,flow_trigger_set,0.0,0.0,0.0,22,0.0,3021181,respiratory,relevant
542,ecg_pvc,0.0,0.0,0.0,2,0.0,1201831,hemodynamics,relevant
543,vent_mode_invasive,0.0,0.0,0.0,17,0.0,19150,respiratory,relevant
544,tracheobronchial_toilet_frequency,0.0,0.0,0.0,13,0.0,25821,respiratory,relevant
545,fluid_in_iv_infusion_and_medications,0.0,0.0,0.0,140,0.0,107251,fluid balance,relevant
546,fluid_in_blood_products,0.0,0.0,0.0,19,0.0,646,fluid balance,relevant
547,fluid_out_blood_loss,0.0,0.0,0.0,28,0.0,209,fluid balance,relevant
548,arterial_bp_unspecified,0.0,0.0,0.0,23,0.0,453315,hemodynamics,relevant
549,apacheiv_predicted_mortality,0.0,0.0,0.0,9,0.0,836,clinical score,relevant
550,aps,0.0,0.0,0.0,9,0.0,836,clinical score,relevant
551,avpu_score,0.0,0.0,0.0,26,0.0,11292,clinical score,relevant
552,respiratory_rate_measured_ventilator_spontaneous,0.0,0.0,0.0,10,0.0,80901,respiratory,relevant
553,bmi,0.0,0.0,0.0,20,0.0,8306,demographics,relevant
554,cardiac_input_continuous_unspecified,0.0,0.0,0.0,6,0.0,7211,hemodynamics,relevant
555,cpot_score,0.0,0.0,0.0,15,0.0,23974,clinical score,relevant
556,calcium_suppletion_dosage_cvvhd,0.0,0.0,0.0,7,0.0,25444,renal replacement therapy,relevant
557,dos_total,0.0,0.0,0.0,11,0.0,1458,clinical score,relevant
558,dos_evening,0.0,0.0,0.0,7,0.0,388,clinical score,relevant
559,dos_day,0.0,0.0,0.0,7,0.0,435,clinical score,relevant
560,dos_night,0.0,0.0,0.0,7,0.0,239,clinical score,relevant
561,dialysate_flow,0.0,0.0,0.0,12,0.0,17859,renal replacement therapy,relevant
562,gcs_total,0.0,0.0,0.0,17,0.0,17669,neurology,relevant
563,weight_estimated,0.0,0.0,0.0,11,0.0,148,demographics,relevant
564,ews_score,0.0,0.0,0.0,15,0.0,14214,clinical score,relevant
565,clinical_gut_feeling_text,0.0,0.0,0.0,7,0.0,7564,clinical score,relevant
566,respiratory_rate_measured_ecg,0.0,0.0,0.0,8,0.0,32904,respiratory,relevant
567,sofa_cardiovascular,0.0,0.0,0.0,8,0.0,5019,sofa score,relevant
568,sofa_liver,0.0,0.0,0.0,8,0.0,5019,sofa score,relevant
569,sofa_nervous,0.0,0.0,0.0,7,0.0,4604,sofa score,relevant
570,sofa_renal,0.0,0.0,0.0,8,0.0,5019,sofa score,relevant
571,sofa_respiratory,0.0,0.0,0.0,9,0.0,6103,sofa score,relevant
572,stroke_volume_calculated,0.0,0.0,0.0,15,0.0,81635,hemodynamics,relevant
573,tracheobronchial_toilet_aspect,0.0,0.0,0.0,9,0.0,16195,respiratory,relevant
574,tracheobronchial_toilet_quantity,0.0,0.0,0.0,10,0.0,23933,respiratory,relevant
575,swallowing_text,0.0,0.0,0.0,14,0.0,6958,respiratory,relevant
576,tidal_volume_spontaneous,0.0,0.0,0.0,5,0.0,7051,respiratory,relevant
577,temperature_groin,0.038461538461538464,0.2,0.06451612903225806,5,0.2,1469,infectiology,relevant
578,med_ordinary_salt_combinations,0.0,0.0,0.0,4,0.0,11,medication,relevant
579,med_aliskiren,0.0,0.0,0.0,1,0.0,4,medication,relevant
580,med_colchicine,0.0,0.0,0.0,8,0.0,298,medication,relevant
581,med_darifenacin,0.0,0.0,0.0,2,0.0,4,medication,relevant
582,med_dutasteride,0.0,0.0,0.0,1,0.0,7,medication,relevant
583,med_simvastatin_and_ezetimibe,0.0,0.0,0.0,5,0.0,8,medication,relevant
584,med_fondaparinux,0.0,0.0,0.0,8,0.0,69,medication,relevant
585,med_glimepiride,0.0,0.0,0.0,12,0.0,121,medication,relevant
586,med_combinations,0.0,0.0,0.0,32,0.0,599,medication,relevant
587,med_isosorbide_mononitrate,0.0,0.0,0.0,7,0.0,36,medication,relevant
588,med_lisinopril,0.0,0.0,0.0,30,0.0,252,medication,relevant
589,med_lisinopril_and_diuretics,0.0,0.0,0.0,1,0.0,1,medication,relevant
590,med_sodium_phosphate,0.0,0.0,0.0,23,0.0,3964,medication,relevant
591,med_oxybutynin,0.0,0.0,0.0,17,0.0,189,medication,relevant
592,med_pyridoxine_(vit_b6),0.0,0.0,0.0,4,0.0,11,medication,relevant
593,med_other_antivirals,0.0,0.0,0.0,3,0.0,85,medication,relevant
594,med_sitagliptin,0.0,0.0,0.0,9,0.0,49,medication,relevant
595,med_tinzaparin,0.0,0.0,0.0,4,0.0,105,medication,relevant
596,med_zinc_products,0.0,0.0,0.0,3,0.0,52,medication,relevant
597,med_zolpidem,0.0,0.0,0.0,14,0.0,138,medication,relevant
598,neutrophils_unspecified,0.0,0.0,0.0,12,0.0,6087,laboratory value,relevant
599,hdl_cholesterol_unspecified,0.0,0.0,0.0,18,0.0,80,laboratory value,relevant
600,ldl_cholesterol_unspecified,0.0,0.0,0.0,15,0.0,63,laboratory value,relevant
601,vancomycin_peak_level,0.0,0.0,0.0,11,0.0,42,laboratory value,relevant
602,lactate_bloodgas_unspecified,0.0,0.0,0.0,4,0.0,4193,laboratory value,relevant
603,ph_unspecified,0.0,0.0,0.0,19,0.0,20715,laboratory value,relevant
604,nitrite_urine_text,0.0,0.0,0.0,13,0.0,420,laboratory value,relevant
605,blood_group,0.0,0.0,0.0,21,0.0,7820,laboratory value,relevant
606,antithrombin_unspecified,0.0,0.0,0.0,9,0.0,33,laboratory value,relevant
607,bacteria_urine,0.0,0.0,0.0,7,0.0,168,laboratory value,relevant
608,basophils_unspecified,0.0,0.0,0.0,18,0.0,7394,laboratory value,relevant
609,calcium_corrected,0.0,0.0,0.0,8,0.0,3458,laboratory value,relevant
610,protein_urine_text,0.0,0.0,0.0,8,0.0,194,laboratory value,relevant
611,eosinophils_unspecified,0.0,0.0,0.0,19,0.0,7124,laboratory value,relevant
612,folic_acid_unspecified,0.0,0.0,0.0,19,0.0,140,laboratory value,relevant
613,ketones_urine,0.0,0.0,0.0,7,0.0,233,laboratory value,relevant
614,creatinine_urine_24hours,0.0,0.0,0.0,11,0.0,138,laboratory value,relevant
615,leukocytes_urine_text,0.0,0.0,0.0,16,0.0,585,laboratory value,relevant
616,mch_unspecified,0.0,0.0,0.0,16,0.0,12717,laboratory value,relevant
617,erythroblasts_perc_unspecified,0.0,0.0,0.0,6,0.0,2457,laboratory value,relevant
618,band_neutrophils_unspecified,0.0,0.0,0.0,13,0.0,1756,laboratory value,relevant
619,troponin_t_hs,0.0,0.0,0.0,8,0.0,959,laboratory value,relevant
620,triglycerides_fed,0.0,0.0,0.0,1,0.0,77,laboratory value,relevant
621,ganciclovir_level,0.0,0.0,0.0,3,0.0,9,laboratory value,relevant
622,egfr_mdrd,0.0,0.0,0.0,28,0.0,5500,laboratory value,relevant
623,fluid_in_cvvh_dialysis,0.0,0.0,0.0,28,0.0,61,fluid balance,relevant
624,activated_clotting_time,0.0,0.0,0.0,6,0.0,153,laboratory value,relevant
625,bias_flow_set,0.0,0.0,0.0,1,0.0,49,respiratory,relevant
626,pressure_drop_cvvh,0.0,0.0,0.0,12,0.0,46073,renal replacement therapy,relevant
627,gcs_eye_estimated,0.0,0.0,0.0,4,0.0,6,neurology,relevant
628,weight_text,0.0,0.0,0.0,21,0.0,554,demographics,relevant
629,weight_measured,0.0,0.0,0.0,9,0.0,2105,demographics,relevant
630,height_estimated,0.0,0.0,0.0,5,0.0,9,demographics,relevant
631,nibp_unspecified,0.0,0.0,0.0,27,0.0,54138,hemodynamics,relevant
632,o2_flow_deep_nasal,0.0,0.0,0.0,6,0.0,16,respiratory,relevant
633,o2_flow_non_rebreathing_mask,0.0,0.0,0.0,19,0.0,63,respiratory,relevant
634,plateau_time,0.0,0.0,0.0,2,0.0,837,respiratory,relevant
635,ecg_qtc_time,0.0,0.0,0.0,10,0.0,96609,hemodynamics,relevant
636,inspiratory_rise_time_set,0.0,0.0,0.0,2,0.0,268,respiratory,relevant
637,ramsay_sedation_scale,0.0,0.0,0.0,10,0.0,365,clinical score,relevant
638,refill_leg_right,0.0,0.0,0.0,5,0.0,217,hemodynamics,relevant
639,fio2_unspecified,0.0,0.0,0.0,15,0.0,2660978,respiratory,relevant
640,substitution_flow_cvvh,0.0,0.0,0.0,10,0.0,64530,renal replacement therapy,relevant
641,bipap_high_time,0.0,0.0,0.0,1,0.0,84686,respiratory,relevant
642,temperature_ear,0.0,0.0,0.0,7,0.0,3527,infectiology,relevant
643,temperature_peripheral_left_arm,0.0,0.0,0.0,3,0.0,2904,infectiology,relevant
644,temperature_peripheral_right_arm,0.0,0.0,0.0,3,0.0,2896,infectiology,relevant
645,temperature_peripheral_left_leg,0.0,0.0,0.0,6,0.0,4287,infectiology,relevant
646,temperature_peripheral_right_leg,0.0,0.0,0.0,5,0.0,4292,infectiology,relevant
647,pain_score_unspecified,0.0,0.0,0.0,9,0.0,8740,clinical score,relevant
648,med_alfentanil,0.0,0.0,0.0,6,0.0,101,medication,relevant
649,med_alfuzosin,0.0,0.0,0.0,8,0.0,145,medication,relevant
650,med_aripiprazole,0.0,0.0,0.0,7,0.0,144,medication,relevant
651,med_atenolol,0.0,0.0,0.0,18,0.0,136,medication,relevant
652,med_other_blood_products,0.0,0.0,0.0,3,0.0,74,medication,relevant
653,med_azathioprine,0.0,0.0,0.0,3,0.0,84,medication,relevant
654,med_fluticasone_combinations,0.0,0.0,0.0,6,0.0,24,medication,relevant
655,med_mupirocin,0.0,0.0,0.0,5,0.0,111,medication,relevant
656,med_benzbromarone,0.0,0.0,0.0,4,0.0,9,medication,relevant
657,med_fenoterol_and_ipratropium_bromide,0.0,0.0,0.0,2,0.0,135,medication,relevant
658,med_betahistine,0.0,0.0,0.0,8,0.0,166,medication,relevant
659,med_betamethasone,0.0,0.0,0.0,9,0.0,52,medication,relevant
660,med_brimonidine,0.0,0.0,0.0,4,0.0,48,medication,relevant
661,med_bupivacaine_combinations,1.0,1.0,1.0,1,1.0,6,medication,relevant
662,med_bupropion,0.0,0.0,0.0,2,0.0,29,medication,relevant
663,med_butylscopolamine,0.0,0.0,0.0,4,0.0,91,medication,relevant
664,med_cardioplegia_solutions,0.0,0.0,0.0,1,0.0,29,medication,relevant
665,med_carvedilol,0.0,0.0,0.0,7,0.0,70,medication,relevant
666,med_other_emollients_and_protectives,0.0,0.0,0.0,27,0.0,355,medication,relevant
667,med_chlorprothixene,0.0,0.0,0.0,1,0.0,32,medication,relevant
668,med_chlortalidone,0.0,0.0,0.0,6,0.0,38,medication,relevant
669,med_chloral_hydrate,0.0,0.0,0.0,2,0.0,2,medication,relevant
670,med_ciclesonide,0.0,0.0,0.0,9,0.0,89,medication,relevant
671,med_ciclopirox,0.0,0.0,0.0,2,0.0,47,medication,relevant
